Name,Location,Kilometers_Driven,Mileage,Engine,Power,Seats,car_age,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,estimated_new_price
Hyundai Elantra SX,Ahmedabad,46000,16.3,1797.0,147.5,5.0,11,False,False,True,True,False,False,False,5000
Volkswagen Polo Diesel Trendline 1.2L,Pune,81000,22.07,1199.0,73.9,5.0,13,True,False,False,True,False,True,False,5000
Toyota Etios Cross 1.2L G,Coimbatore,46950,17.71,1197.0,78.8,5.0,9,False,False,True,True,False,False,False,5000
Hyundai Grand i10 Asta Option,Chennai,18000,18.9,1197.0,82.0,5.0,7,False,False,True,True,False,False,False,5000
Mahindra Scorpio S4 7 Seater,Coimbatore,95942,15.4,2179.0,120.0,7.0,8,True,False,False,True,False,False,False,5000
Maruti Ciaz VXi Plus,Kochi,42925,20.73,1373.0,91.1,5.0,8,False,False,True,True,False,False,False,5000
Ford Figo Petrol Titanium,Hyderabad,33750,15.6,1196.0,70.02,5.0,10,False,False,True,True,False,False,False,5000
Mini Cooper S,Mumbai,14000,13.6,1598.0,181.0,4.0,8,False,False,True,False,False,False,False,5000
Hyundai Creta 1.6 CRDi SX,Bangalore,29000,19.67,1582.0,126.2,5.0,9,True,False,False,True,False,False,False,5000
Mahindra XUV500 W8 2WD,Kochi,67365,15.1,2179.0,140.0,7.0,9,True,False,False,True,False,False,False,5000
Mahindra XUV500 W8 2WD,Coimbatore,67791,15.1,2179.0,140.0,7.0,10,True,False,False,True,False,False,False,5000
Mahindra Thar CRDe AC,Hyderabad,20000,16.55,2498.0,105.0,6.0,8,True,False,False,True,False,False,False,5000
Maruti Swift Dzire VDi,Jaipur,90198,19.3,1248.0,73.9,5.0,13,True,False,False,True,False,True,False,5000
Hyundai i10 Sportz 1.1L,Pune,77000,19.81,1086.0,68.05,5.0,14,False,False,True,True,False,False,False,5000
Maruti Ciaz VXi,Kochi,42520,20.73,1373.0,91.1,5.0,7,False,False,True,True,False,False,False,5000
Maruti Wagon R LXI DUO BSIII,Jaipur,87829,17.3,1061.0,57.5,5.0,15,False,True,False,True,False,False,False,5000
Maruti Baleno Delta CVT,Ahmedabad,21701,21.4,1197.0,83.1,5.0,7,False,False,True,False,False,False,False,5000
Maruti Alto LX BSIII,Coimbatore,86033,19.7,796.0,46.3,5.0,16,False,False,True,True,False,False,False,5000
Hyundai Xcent 1.2 Kappa S Option,Mumbai,25000,19.1,1197.0,81.86,5.0,9,False,False,True,True,False,False,False,5000
Toyota Corolla Altis Diesel D4DG,Kolkata,45000,21.43,1364.0,87.2,5.0,13,True,False,False,True,False,False,False,5000
Volkswagen Polo Petrol Highline 1.2L,Coimbatore,22987,16.47,1198.0,73.9,5.0,6,False,False,True,True,False,False,False,5000
Hyundai i10 Era,Jaipur,48725,19.81,1086.0,68.05,5.0,15,False,False,True,True,False,False,False,5000
Hyundai Grand i10 1.2 Kappa Sportz,Hyderabad,42500,18.9,1197.0,81.86,5.0,11,False,False,True,True,False,False,False,5000
Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,35000,17.1,1591.0,121.4,5.0,10,False,False,True,False,False,False,False,5000
Ford Fiesta 1.4 SXi TDCi ABS,Bangalore,56000,17.8,1399.0,68.0,5.0,10,True,False,False,True,False,True,False,5000
Tata Xenon XT EX 4X2,Hyderabad,10000,13.49,2179.0,138.03,5.0,10,True,False,False,True,False,False,False,5000
Maruti Alto K10 2010-2014 VXI,Mumbai,15669,20.92,998.0,67.1,5.0,14,False,False,True,True,False,False,False,5000
Audi A6 2011-2015 35 TDI Premium,Kochi,55331,17.68,1968.0,174.33,5.0,8,True,False,False,False,False,False,False,5000
Renault Duster 85PS Diesel RxL Optional,Pune,44535,20.46,1461.0,83.8,5.0,9,True,False,False,True,False,False,False,5000
Mahindra Thar 4X4,Delhi,74000,16.55,2498.0,105.0,7.0,12,True,False,False,True,False,False,False,5000
Toyota Innova 2.5 GX (Diesel) 7 Seater,Delhi,77901,12.99,2494.0,100.6,7.0,10,True,False,False,True,False,False,False,5000
Maruti Swift Dzire VXi,Kolkata,58186,17.5,1298.0,85.8,5.0,14,False,False,True,True,False,False,False,5000
Chevrolet Aveo 1.6 LT,Mumbai,30000,14.2,1598.0,102.0,5.0,14,False,False,True,True,False,False,False,5000
Jaguar XE Portfolio,Coimbatore,14730,13.5,1999.0,246.74,5.0,6,False,False,True,False,False,False,False,5000
Maruti Alto LXi,Jaipur,40000,19.7,796.0,46.3,5.0,11,False,False,True,True,False,True,False,5000
Chevrolet Aveo U-VA 1.2 LS,Chennai,88107,15.26,1150.0,74.9,5.0,17,False,False,True,True,False,True,False,5000
Volkswagen Vento 1.5 TDI Highline,Delhi,53226,20.64,1498.0,108.5,5.0,12,True,False,False,True,False,True,False,5000
Maruti Swift VDI BSIV,Hyderabad,76000,25.2,1248.0,74.0,5.0,11,True,False,False,True,False,False,False,5000
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,200000,12.8,2494.0,102.0,8.0,16,True,False,False,True,False,True,False,5000
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Hyderabad,73000,14.21,2143.0,203.0,5.0,11,True,False,False,False,False,False,False,5000
Hyundai Accent GLE 1,Jaipur,77200,13.2,1495.0,94.0,5.0,15,False,False,True,True,False,True,False,5000
Audi A4 New 2.0 TDI Multitronic,Delhi,67000,15.2,1968.0,140.8,5.0,12,True,False,False,False,False,True,False,5000
Chevrolet Tavera LS B3 10 Seats BSIII,Hyderabad,150000,14.8,2499.0,80.0,10.0,19,True,False,False,True,False,True,False,5000
Mahindra Xylo E8 ABS BS IV,Jaipur,145278,11.68,2498.0,112.0,8.0,15,True,False,False,True,False,True,False,5000
Hyundai i20 Active SX Diesel,Chennai,62083,21.19,1396.0,88.76,5.0,9,True,False,False,True,False,False,False,5000
Honda Civic 2006-2010 1.8 V MT,Pune,61696,13.5,1799.0,130.0,5.0,14,False,False,True,True,False,False,False,5000
Ford EcoSport 1.5 Diesel Titanium,Ahmedabad,28000,23.0,1498.0,98.96,5.0,7,True,False,False,True,False,False,False,5000
Mercedes-Benz New C-Class 220 CDI AT,Coimbatore,50142,14.84,2143.0,170.0,5.0,11,True,False,False,False,False,False,False,5000
Skoda Superb Elegance 1.8 TSI AT,Mumbai,45000,13.7,1798.0,157.75,5.0,10,False,False,True,False,False,False,False,5000
Skoda Rapid 1.5 TDI Elegance,Pune,97513,21.14,1498.0,103.52,5.0,10,True,False,False,True,False,False,False,5000
Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,Mumbai,55000,12.3,1796.0,185.0,5.0,13,False,False,True,False,False,True,False,5000
Maruti 800 AC,Hyderabad,82000,16.1,796.0,37.0,4.0,20,False,False,True,True,False,True,False,5000
Maruti Swift LDI,Delhi,71501,22.9,1248.0,74.0,5.0,11,True,False,False,True,False,False,False,5000
Honda BR-V i-DTEC S MT,Hyderabad,23000,21.9,1498.0,98.6,7.0,7,True,False,False,True,False,False,False,5000
Audi A6 2011-2015 2.0 TDI Technology,Kochi,66095,17.68,1968.0,174.33,5.0,9,True,False,False,False,False,False,False,5000
Toyota Fortuner 3.0 Diesel,Mumbai,49500,11.5,2982.0,171.0,7.0,10,True,False,False,True,False,False,False,5000
Toyota Camry MT with Moonroof,Chennai,90000,13.4,2362.0,164.7,5.0,15,False,False,True,True,False,False,False,5000
Maruti Ignis 1.2 Delta,Mumbai,25384,20.89,1197.0,81.8,5.0,7,False,False,True,True,False,False,False,5000
Hyundai Verna 1.6 VTVT S,Delhi,27529,17.01,1591.0,121.3,5.0,8,False,False,True,True,False,True,False,5000
Honda City V MT,Kochi,69297,16.8,1497.0,116.3,5.0,12,False,False,True,True,False,False,False,5000
Honda City 1.5 E MT,Hyderabad,66000,17.0,1497.0,118.0,5.0,15,False,False,True,True,False,False,False,5000
Mahindra Verito 1.5 D4 BSIV,Hyderabad,20000,21.03,1461.0,65.0,5.0,12,True,False,False,True,False,False,False,5000
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Chennai,67000,11.3,2987.0,254.8,7.0,9,True,False,False,False,False,False,False,5000
Hyundai EON D Lite Plus,Coimbatore,36933,21.1,814.0,55.2,5.0,9,False,False,True,True,False,False,False,5000
Toyota Innova 2.5 G (Diesel) 8 Seater,Mumbai,194000,12.99,2494.0,100.6,8.0,17,True,False,False,True,False,False,False,5000
Maruti Ertiga VDI,Kolkata,42200,20.77,1248.0,88.76,7.0,11,True,False,False,True,False,False,False,5000
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,53093,12.07,2967.0,241.4,7.0,9,True,False,False,False,False,True,False,5000
Honda City 1.5 E MT,Pune,88000,17.0,1497.0,118.0,5.0,12,False,False,True,True,False,False,True,5000
Maruti Alto K10 LXI,Kochi,42954,24.07,998.0,67.1,5.0,7,False,False,True,True,False,False,False,5000
Tata Indica V2 eLX,Chennai,106000,25.0,1396.0,69.0,5.0,9,True,False,False,True,False,False,False,5000
BMW 5 Series 2013-2017 520d Luxury Line,Kochi,41700,18.12,1995.0,190.0,5.0,9,True,False,False,False,False,False,False,5000
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Coimbatore,34464,19.27,2143.0,170.0,5.0,6,True,False,False,False,False,False,False,5000
Chevrolet Beat LT,Ahmedabad,15000,17.8,1199.0,76.8,5.0,14,False,False,True,True,False,False,False,5000
Maruti Zen Estilo LXI BS IV,Pune,70000,19.0,998.0,67.1,5.0,14,False,False,True,True,False,True,False,5000
Mahindra XUV500 W8 4WD,Hyderabad,119256,16.0,2179.0,140.0,7.0,7,True,False,False,True,False,False,False,5000
Honda City 1.5 V MT,Coimbatore,50036,17.0,1497.0,118.0,5.0,13,False,False,True,True,False,False,False,5000
Toyota Innova 2.5 VX (Diesel) 7 Seater,Ahmedabad,58000,12.99,2494.0,100.6,7.0,11,True,False,False,True,False,False,False,5000
Hyundai i20 1.2 Magna,Pune,75000,18.5,1197.0,80.0,5.0,13,False,False,True,True,False,False,False,5000
Maruti Alto K10 2010-2014 VXI,Hyderabad,53313,20.92,998.0,67.1,5.0,11,False,False,True,True,False,False,False,5000
Toyota Innova 2.5 G (Diesel) 8 Seater,Kolkata,73000,12.99,2494.0,100.6,8.0,9,True,False,False,True,False,False,False,5000
Nissan Micra Diesel XV,Kochi,83989,23.08,1461.0,63.1,5.0,11,True,False,False,True,False,False,False,5000
Hyundai Creta 1.6 CRDi SX,Chennai,86247,19.67,1582.0,126.2,5.0,9,True,False,False,True,False,False,False,5000
Toyota Innova 2.5 G (Diesel) 8 Seater,Mumbai,24000,12.99,2494.0,100.6,8.0,8,True,False,False,True,False,False,False,5000
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,58000,14.21,2143.0,203.0,5.0,14,True,False,False,False,False,False,False,5000
Hyundai i20 Asta 1.2,Kolkata,33000,18.6,1197.0,81.83,5.0,9,False,False,True,True,False,False,False,5000
Honda Accord VTi-L (AT),Hyderabad,100000,11.1,2354.0,142.0,5.0,19,False,False,True,False,False,False,False,5000
Toyota Innova Crysta 2.4 ZX MT,Hyderabad,65896,13.68,2393.0,147.8,7.0,7,True,False,False,True,False,False,False,5000
Hyundai i20 Asta Option 1.4 CRDi,Chennai,120000,22.54,1396.0,88.73,5.0,8,True,False,False,True,False,False,False,5000
Mahindra Verito Vibe 1.5 dCi D6,Mumbai,26000,20.8,1461.0,64.1,5.0,11,True,False,False,True,False,False,False,5000
Maruti Eeco 5 Seater AC,Chennai,62300,15.1,1196.0,73.0,5.0,12,False,False,True,True,False,True,False,5000
Toyota Corolla Altis 1.8 G,Kochi,77801,14.28,1798.0,138.03,5.0,12,False,False,True,True,False,False,False,5000
Toyota Corolla Altis VL AT,Mumbai,42000,14.28,1798.0,138.03,5.0,9,False,False,True,False,False,False,False,5000
Mercedes-Benz A Class A180 Sport,Bangalore,35000,15.5,1595.0,120.7,5.0,11,False,False,True,False,False,True,False,5000
Hyundai i20 Asta 1.4 CRDi,Kolkata,30134,22.54,1396.0,88.73,5.0,8,True,False,False,True,False,False,False,5000
Honda Accord 2.4 M/T,Delhi,79038,12.8,2354.0,177.6,5.0,12,False,False,True,True,False,False,False,5000
Honda Accord 2.4 AT,Mumbai,80000,11.7,2354.0,177.6,5.0,15,False,False,True,False,False,True,False,5000
Mahindra Bolero SLE BSIII,Hyderabad,75000,15.96,2523.0,62.1,7.0,12,True,False,False,True,False,False,False,5000
Maruti Ritz LDi,Bangalore,80000,21.1,1248.0,73.9,5.0,14,True,False,False,True,False,False,False,5000
Skoda Superb Elegance 1.8 TSI AT,Delhi,84419,13.7,1798.0,157.75,5.0,10,False,False,True,False,False,False,False,5000
Honda Amaze S i-Vtech,Kolkata,70200,18.0,1198.0,86.7,5.0,11,False,False,True,True,False,False,False,5000
Volkswagen Vento Petrol Highline,Chennai,98000,15.04,1598.0,103.6,5.0,11,False,False,True,True,False,True,False,5000
Maruti Ritz LDi,Chennai,131503,23.2,1248.0,73.94,5.0,8,True,False,False,True,False,False,False,5000
Honda City 1.5 S MT,Jaipur,54652,17.0,1497.0,118.0,5.0,13,False,False,True,True,False,False,False,5000
Volkswagen Jetta 2007-2011 1.6 Trendline,Mumbai,92000,14.0,1595.0,102.0,5.0,14,False,False,True,True,False,True,False,5000
Ford Figo Petrol ZXI,Kolkata,44287,15.6,1196.0,70.0,5.0,14,False,False,True,True,False,False,False,5000
Toyota Innova 2.5 G (Diesel) 7 Seater,Pune,205000,12.99,2494.0,100.6,7.0,9,True,False,False,True,False,False,False,5000
Hyundai Elite i20 Asta Option,Hyderabad,48000,18.6,1197.0,81.86,5.0,9,False,False,True,True,False,False,False,5000
Mahindra KUV 100 mFALCON D75 K2,Mumbai,18000,25.32,1198.0,77.0,6.0,8,True,False,False,True,False,False,False,5000
Bentley Flying Spur W12,Bangalore,31200,10.2,5998.0,616.0,5.0,16,False,False,True,False,False,True,False,5000
Honda City 1.5 V MT,Pune,72000,17.0,1497.0,118.0,5.0,15,False,False,True,True,False,False,False,5000
Hyundai i20 Magna,Mumbai,85000,18.5,1197.0,80.0,5.0,15,False,False,True,True,False,False,False,5000
Honda City 1.5 V MT,Kolkata,27000,17.0,1497.0,118.0,5.0,14,False,False,True,True,False,False,False,5000
Toyota Fortuner 2.8 2WD MT,Mumbai,126000,14.24,2755.0,174.5,7.0,12,True,False,False,True,False,False,False,5000
Tata Indica V2 DLS BSIII,Pune,50000,17.88,1405.0,48.21,5.0,7,True,False,False,True,False,False,False,5000
Honda Amaze S i-Vtech,Mumbai,58811,18.0,1198.0,86.7,5.0,11,False,False,True,True,False,True,False,5000
Volkswagen Polo Diesel Highline 1.2L,Pune,52196,22.07,1199.0,73.9,5.0,11,True,False,False,True,False,False,False,5000
Nissan Micra Active XV,Coimbatore,45105,19.69,1198.0,67.04,5.0,7,False,False,True,True,False,False,False,5000
Hyundai Grand i10 Sportz,Hyderabad,25160,18.9,1197.0,82.0,5.0,9,False,False,True,True,False,True,False,5000
Tata Tigor 1.2 Revotron XZ Option,Hyderabad,18000,20.3,1199.0,84.0,5.0,7,False,False,True,True,False,False,False,5000
Honda Accord 2001-2003 2.3 VTI L MT,Bangalore,74000,11.9,2354.0,144.0,5.0,17,False,False,True,True,False,False,False,5000
Mahindra Xylo E4,Chennai,67700,14.0,2498.0,112.0,7.0,15,True,False,False,True,False,False,False,5000
Land Rover Freelander 2 S Business Edition,Kochi,61062,12.39,2179.0,147.51,5.0,9,True,False,False,False,False,False,False,5000
Toyota Innova 2.5 VX (Diesel) 7 Seater,Kolkata,105000,12.99,2494.0,100.6,7.0,8,True,False,False,True,False,False,False,5000
Tata Indigo eCS eLX BS IV,Pune,155550,25.0,1396.0,69.01,5.0,11,True,False,False,True,False,False,False,5000
Maruti Vitara Brezza VDi Option,Delhi,66000,24.3,1248.0,88.5,5.0,8,True,False,False,True,False,False,False,5000
Honda City 1.5 V MT,Kochi,93884,17.0,1497.0,118.0,5.0,12,False,False,True,True,False,True,False,5000
Fiat Linea Emotion (Diesel),Mumbai,200000,20.4,1248.0,91.7,5.0,15,True,False,False,True,False,False,False,5000
Tata Tiago 1.2 Revotron XZ,Kolkata,57200,23.84,1199.0,84.0,5.0,8,False,False,True,True,False,False,False,5000
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,93568,22.07,1199.0,73.9,5.0,11,True,False,False,True,False,False,False,5000
Maruti Wagon R VXI BS IV,Kolkata,54000,20.51,998.0,67.04,5.0,10,False,False,True,True,False,False,False,5000
Hyundai Creta 1.6 CRDi AT SX Plus,Bangalore,40571,17.01,1582.0,126.2,5.0,8,True,False,False,False,False,False,False,5000
Audi A4 35 TDI Technology,Hyderabad,59000,18.25,1968.0,187.74,5.0,9,True,False,False,False,False,False,False,5000
BMW X1 xDrive 20d xLine,Coimbatore,17273,20.68,1995.0,190.0,5.0,7,True,False,False,False,False,False,False,5000
Ford Endeavour 3.0L AT 4x2,Mumbai,100077,11.4,2953.0,153.86,7.0,13,True,False,False,False,False,True,False,5000
Hyundai i10 Magna AT,Kochi,39934,19.2,1197.0,80.0,5.0,13,False,False,True,False,False,False,False,5000
Maruti Vitara Brezza LDi,Bangalore,46000,24.3,1248.0,88.5,5.0,8,True,False,False,True,False,False,False,5000
Honda City 1.5 V MT,Coimbatore,30842,17.0,1497.0,118.0,5.0,8,False,False,True,True,False,False,False,5000
Mercedes-Benz New C-Class 200 K AT,Mumbai,65000,11.7,1796.0,178.0,5.0,19,False,False,True,False,False,True,False,5000
Volvo XC90 2007-2015 D5 AWD,Bangalore,70000,11.1,2400.0,200.0,7.0,8,True,False,False,True,False,False,False,5000
Toyota Fortuner 3.0 Diesel,Chennai,150152,11.5,2982.0,171.0,7.0,13,True,False,False,True,False,True,False,5000
Hyundai Santro Xing GLS CNG,Bangalore,43985,11.88,1086.0,62.1,5.0,13,False,False,False,True,False,False,False,5000
BMW X6 xDrive30d,Coimbatore,58598,11.2,2993.0,241.0,4.0,10,True,False,False,False,False,False,False,5000
Tata Indigo CS eVX,Pune,100000,25.0,1396.0,69.01,5.0,8,True,False,False,True,False,False,False,5000
Audi Q5 30 TDI quattro Premium Plus,Jaipur,35000,14.16,1968.0,174.3,5.0,8,True,False,False,False,False,False,False,5000
Hyundai i10 Sportz 1.2,Pune,84500,20.36,1197.0,78.9,5.0,16,False,False,True,True,False,False,False,5000
Maruti Baleno Delta 1.2,Kolkata,18006,21.4,1197.0,83.1,5.0,6,False,False,True,True,False,False,False,5000
Maruti Swift VDI,Hyderabad,99000,28.4,1248.0,74.0,5.0,11,True,False,False,True,False,False,False,5000
Maruti Eeco 5 Seater AC,Delhi,51200,15.1,1196.0,73.0,5.0,10,False,False,True,True,False,False,False,5000
Toyota Land Cruiser Prado VX L,Pune,130000,11.0,2982.0,170.3,7.0,10,True,False,False,False,False,False,False,5000
Hyundai Tucson 2.0 e-VGT 4WD AT GLS,Ahmedabad,25000,16.38,1995.0,182.46,5.0,7,True,False,False,False,False,False,False,5000
Maruti Baleno Delta,Kochi,32352,21.4,1197.0,83.1,5.0,7,False,False,True,True,False,False,False,5000
Hyundai i10 Sportz 1.2,Bangalore,20000,20.36,1197.0,78.9,5.0,13,False,False,True,True,False,False,False,5000
Audi A4 2.0 TDI,Bangalore,46000,16.55,1968.0,147.51,5.0,11,True,False,False,False,False,True,False,5000
Maruti Dzire AMT ZXI Plus,Mumbai,12500,22.0,1197.0,81.8,5.0,6,False,False,True,False,False,False,False,5000
Toyota Innova 2.5 GX 8 STR,Delhi,53138,12.8,2494.0,102.0,8.0,13,True,False,False,True,False,False,True,5000
Maruti Swift Dzire Tour LDI,Pune,170000,23.4,1248.0,74.0,5.0,11,True,False,False,True,False,True,False,5000
Maruti Swift LDI,Kolkata,38583,22.9,1248.0,74.0,5.0,12,True,False,False,True,False,False,False,5000
Maruti Wagon R VXI AMT Opt,Hyderabad,26000,22.5,998.0,67.0,5.0,8,False,False,True,False,False,False,False,5000
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,22865,15.29,1591.0,121.3,5.0,7,False,False,True,True,False,False,False,5000
Skoda Laura L and K MT,Kolkata,45000,17.5,1896.0,106.0,5.0,11,True,False,False,True,False,False,False,5000
Maruti Swift LXI Option,Kochi,62889,20.4,1197.0,81.8,5.0,7,False,False,True,True,False,False,False,5000
Maruti Omni MPI CARGO BSIV,Pune,153000,16.8,796.0,34.2,5.0,11,False,False,True,True,False,False,False,5000
Maruti Swift VDI,Ahmedabad,67000,28.4,1248.0,74.0,5.0,8,True,False,False,True,False,False,False,5000
Honda Amaze S AT i-Vtech,Mumbai,39000,15.5,1198.0,86.7,5.0,10,False,False,True,False,False,False,False,5000
Toyota Corolla H2,Chennai,164000,13.4,1794.0,125.0,5.0,18,False,False,True,True,False,True,False,5000
Maruti Swift Dzire Vdi BSIV,Coimbatore,57178,19.3,1248.0,73.9,5.0,6,True,False,False,True,False,False,False,5000
Audi A6 2011-2015 2.0 TDI Premium Plus,Delhi,40000,17.68,1968.0,174.33,5.0,11,True,False,False,False,False,False,False,5000
Chevrolet Spark 1.0 LT,Mumbai,40000,18.0,995.0,62.0,5.0,17,False,False,True,True,False,False,False,5000
Hyundai Verna CRDi ABS,Mumbai,89564,18.1,1493.0,110.0,5.0,17,True,False,False,True,False,False,True,5000
Maruti Ertiga VXI,Delhi,66727,16.02,1373.0,93.7,7.0,12,False,False,True,True,False,False,False,5000
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Mumbai,75000,15.73,1968.0,174.33,5.0,11,True,False,False,False,False,True,False,5000
Chevrolet Cruze LTZ AT,Coimbatore,31056,14.81,1998.0,163.7,5.0,7,True,False,False,False,False,False,False,5000
Volkswagen Vento Petrol Highline,Pune,61000,15.04,1598.0,103.6,5.0,13,False,False,True,True,False,False,False,5000
Hyundai Xcent 1.2 Kappa AT SX Option,Kochi,34782,16.9,1197.0,82.0,5.0,8,False,False,True,False,False,False,False,5000
Hyundai i10 Sportz 1.2,Coimbatore,31736,20.36,1197.0,78.9,5.0,12,False,False,True,True,False,False,False,5000
Nissan Terrano XV D Pre,Pune,75000,19.64,1461.0,108.5,5.0,10,True,False,False,True,False,False,False,5000
Mahindra Thar CRDe AC,Mumbai,15000,16.55,2498.0,105.0,6.0,10,True,False,False,True,False,False,False,5000
Ford Ecosport 1.5 DV5 MT Ambiente,Coimbatore,38503,22.7,1498.0,89.84,5.0,8,True,False,False,True,False,False,False,5000
Honda BRV i-DTEC V MT,Coimbatore,45353,21.9,1498.0,98.6,7.0,7,True,False,False,True,False,False,False,5000
Land Rover Range Rover HSE,Hyderabad,30000,12.7,2179.0,187.7,5.0,9,True,False,False,False,False,False,False,5000
Toyota Etios G,Pune,69470,17.6,1496.0,88.73,5.0,13,False,False,True,True,False,True,False,5000
Volkswagen Polo ALLSTAR 1.2 MPI,Coimbatore,25087,16.47,1198.0,74.0,5.0,7,False,False,True,True,False,False,False,5000
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Hyderabad,134000,12.8,2494.0,102.0,7.0,9,True,False,False,True,False,False,False,5000
Chevrolet Cruze LTZ AT,Coimbatore,54955,14.81,1998.0,163.7,5.0,9,True,False,False,False,False,False,True,5000
Hyundai Verna CRDi 1.6 SX Option,Mumbai,28000,22.0,1582.0,126.2,5.0,7,True,False,False,True,False,False,False,5000
Honda Amaze S i-Dtech,Ahmedabad,45250,25.8,1498.0,98.6,5.0,9,True,False,False,True,False,False,False,5000
Land Rover Discovery 4 SDV6 SE,Kochi,89190,11.4,2993.0,245.41,7.0,12,True,False,False,False,False,True,False,5000
Honda City i DTec VX Option BL,Coimbatore,48184,26.0,1498.0,98.6,5.0,7,True,False,False,True,False,False,False,5000
Maruti Swift Dzire VDI,Kolkata,42125,26.59,1248.0,74.0,5.0,9,True,False,False,True,False,False,False,5000
Nissan Micra XV CVT,Coimbatore,47052,19.15,1198.0,75.94,5.0,7,False,False,True,False,False,False,False,5000
Hyundai i10 Sportz 1.2,Mumbai,67000,20.36,1197.0,78.9,5.0,13,False,False,True,True,False,True,False,5000
Maruti Swift Dzire VDI,Pune,174889,26.59,1248.0,74.0,5.0,9,True,False,False,True,False,False,False,5000
Maruti Alto LXI,Pune,72135,19.7,796.0,46.3,5.0,20,False,False,True,True,False,False,False,5000
Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,17660,24.3,1248.0,88.5,5.0,7,True,False,False,True,False,False,False,5000
Honda Accord 2.4 A/T,Pune,120000,11.7,2354.0,177.6,5.0,15,False,False,True,False,False,False,False,5000
Chevrolet Beat LT,Pune,29629,18.6,1199.0,76.8,5.0,14,False,False,True,True,False,False,False,5000
Mercedes-Benz GLC 220d 4MATIC Sport,Kochi,34848,17.9,2143.0,170.0,5.0,7,True,False,False,False,False,False,False,5000
Mahindra Xylo D4 BSIV,Kolkata,61000,14.0,2498.0,112.0,8.0,11,True,False,False,True,False,False,False,5000
Datsun GO Plus T Petrol,Mumbai,21000,19.83,1198.0,67.0,7.0,9,False,False,True,True,False,False,False,5000
Jaguar XF 2.2 Litre Luxury,Kochi,27912,16.36,2179.0,187.7,5.0,9,True,False,False,False,False,False,False,5000
Maruti SX4 VDI,Kochi,62909,21.5,1248.0,88.8,5.0,11,True,False,False,True,False,False,False,5000
Maruti Celerio VXI,Kochi,33140,23.1,998.0,67.04,5.0,6,False,False,True,True,False,False,False,5000
Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,75000,21.21,1498.0,103.2,5.0,10,True,False,False,False,False,False,False,5000
Ford EcoSport 1.5 TDCi Titanium,Kochi,25571,22.77,1498.0,98.59,5.0,7,True,False,False,True,False,False,False,5000
Maruti Ertiga VDI,Kolkata,12020,20.77,1248.0,88.76,7.0,8,True,False,False,True,False,False,False,5000
Honda Brio VX AT,Mumbai,36665,16.5,1198.0,86.8,5.0,10,False,False,True,False,False,False,False,5000
Mitsubishi Pajero Sport 4X2 AT,Coimbatore,41502,13.5,2477.0,175.56,7.0,6,True,False,False,False,False,False,False,5000
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,130000,14.21,2143.0,203.0,5.0,13,True,False,False,False,False,False,False,5000
Maruti Swift VDI Optional,Bangalore,51000,25.2,1248.0,74.0,5.0,7,True,False,False,True,False,False,False,5000
Hyundai Accent GLE,Pune,103000,13.2,1495.0,94.0,5.0,16,False,False,True,True,False,True,False,5000
Audi A4 2.0 TDI,Delhi,70000,16.55,1968.0,147.51,5.0,12,True,False,False,False,False,False,False,5000
Honda City 1.5 S MT,Delhi,56239,17.0,1497.0,118.0,5.0,14,False,False,True,True,False,True,False,5000
BMW 3 Series 320d Sport,Ahmedabad,40000,22.69,1995.0,190.0,5.0,8,True,False,False,False,False,False,False,5000
Renault KWID Climber 1.0 AMT,Kochi,19964,22.5,999.0,67.0,5.0,6,False,False,True,False,False,False,False,5000
Mahindra Bolero VLX CRDe,Coimbatore,72246,13.6,2523.0,63.0,7.0,12,True,False,False,True,False,False,False,5000
Hyundai Creta 1.6 SX Diesel,Kolkata,15000,20.5,1582.0,126.2,5.0,6,True,False,False,True,False,False,False,5000
Tata Nano XT,Bangalore,14000,23.9,624.0,37.48,4.0,8,False,False,True,True,True,False,False,5000
Volkswagen Polo 1.2 MPI Highline,Pune,22764,16.2,1199.0,74.0,5.0,8,False,False,True,True,False,False,False,5000
Volkswagen Passat Diesel Highline 2.0 TDI,Pune,65000,18.33,1968.0,167.7,5.0,12,True,False,False,False,False,False,False,5000
Isuzu MU 7 4x2 HIPACK,Kolkata,45000,12.08,2999.0,161.0,7.0,8,True,False,False,True,False,False,False,5000
