name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
1195,2018.0,955000.0,40000.0,1,1,1,0,353,13,289,193,7.0
1307,2013.0,525000.0,110000.0,1,1,1,0,335,13,244,178,5.0
1846,2017.0,550000.0,30000.0,3,1,1,0,249,12,276,49,5.0
1694,2014.0,200000.0,120000.0,1,1,1,2,217,26,232,94,5.0
276,2017.0,500000.0,15000.0,3,1,1,0,193,9,285,34,5.0
1263,2016.0,825000.0,33500.0,1,1,1,0,339,13,289,193,5.0
907,2012.0,250000.0,70000.0,1,1,1,0,167,32,2,241,7.0
1888,2015.0,600000.0,10000.0,3,1,1,0,193,10,254,9,5.0
956,2018.0,1325000.0,22053.0,1,1,1,0,141,71,47,284,7.0
986,2016.0,770000.0,50000.0,1,1,1,0,201,32,2,241,7.0
83,2011.0,415000.0,78432.0,1,1,1,0,147,62,57,296,5.0
571,2011.0,825000.0,125000.0,1,1,1,2,92,74,143,357,7.0
184,2018.0,530000.0,80000.0,1,1,1,0,370,36,320,212,5.0
1949,2006.0,425000.0,270000.0,1,1,1,4,45,85,7,187,8.0
365,2012.0,310000.0,50000.0,3,1,1,2,225,11,285,16,5.0
1829,2017.0,390000.0,20000.0,3,1,1,0,342,12,276,49,5.0
494,2016.0,700000.0,30000.0,3,1,1,0,112,42,51,127,5.0
709,2010.0,200000.0,70000.0,3,1,1,2,240,2,226,436,5.0
1936,2013.0,1050000.0,7200.0,1,1,1,0,49,85,5,188,8.0
397,2014.0,580000.0,97000.0,1,1,1,0,369,36,313,193,5.0
504,2014.0,200000.0,60000.0,3,1,1,2,281,114,191,407,5.0
98,2013.0,245000.0,25000.0,3,1,1,0,194,12,278,44,5.0
708,2010.0,210000.0,94000.0,3,1,1,2,251,10,255,33,5.0
1121,2005.0,50000.0,90000.0,3,1,1,2,115,41,306,84,5.0
66,2012.0,700000.0,50000.0,1,1,0,2,36,76,133,360,7.0
1636,2019.0,660000.0,35000.0,1,1,1,0,326,13,244,174,5.0
411,2015.0,630000.0,117500.0,3,1,1,2,171,35,42,115,5.0
1032,2012.0,950000.0,78500.0,1,1,1,0,107,71,76,311,7.0
716,2018.0,740000.0,8000.0,3,1,1,0,204,10,262,48,5.0
273,2017.0,570000.0,25000.0,3,1,1,0,191,9,285,34,5.0
636,2012.0,450000.0,60000.0,1,1,1,4,314,39,62,274,5.0
146,2019.0,390000.0,10000.0,3,1,1,0,317,120,220,426,5.0
314,2009.0,180000.0,70000.0,3,1,1,2,79,45,302,83,5.0
1754,2015.0,130000.0,60000.0,3,1,1,0,362,110,173,380,4.0
386,2006.0,270000.0,70000.0,3,1,1,2,180,35,253,66,5.0
1062,1997.0,60000.0,25000.0,3,1,1,4,136,112,172,388,4.0
647,2006.0,170000.0,90000.0,3,1,1,4,71,47,10,103,5.0
483,2015.0,978999.0,90000.0,1,1,1,0,235,39,59,275,5.0
1825,2018.0,490000.0,25000.0,3,1,1,0,342,12,276,49,5.0
257,2012.0,280000.0,60000.0,1,1,1,2,336,36,291,198,5.0
1825,2018.0,390000.0,25000.0,3,1,1,0,342,12,276,49,5.0
1087,2013.0,170000.0,60000.0,3,1,1,1,322,112,182,400,5.0
100,2008.0,45000.0,70000.0,3,1,1,0,188,118,205,422,5.0
1195,2016.0,640000.0,80000.0,1,1,1,2,353,13,289,193,7.0
949,2015.0,650000.0,110000.0,1,1,1,2,115,90,248,190,9.0
940,2013.0,500000.0,115717.0,1,1,1,0,32,71,47,287,9.0
309,2008.0,90000.0,110000.0,1,1,1,2,180,25,225,140,5.0
1635,2014.0,480000.0,70000.0,1,1,1,2,105,71,85,300,7.0
1347,2019.0,630000.0,4000.0,3,1,1,0,287,10,261,41,5.0
708,2011.0,250000.0,50000.0,3,1,1,0,251,10,255,33,5.0
566,2016.0,330000.0,70000.0,3,1,1,1,210,10,264,50,5.0
704,2009.0,180000.0,70000.0,3,1,1,2,251,10,255,32,5.0
771,2010.0,210000.0,50000.0,3,1,1,2,202,10,257,19,5.0
1317,2016.0,550000.0,55000.0,1,1,1,0,374,13,244,178,5.0
1784,2020.0,950000.0,5000.0,3,1,0,0,159,11,27,143,5.0
831,2013.0,430000.0,100000.0,1,1,1,2,129,90,206,182,7.0
708,2014.0,348000.0,23000.0,3,1,1,2,251,10,255,33,5.0
1079,2014.0,196000.0,60000.0,3,1,1,2,322,112,182,400,5.0
1399,2010.0,150000.0,70000.0,3,1,1,2,210,1,220,415,5.0
617,2005.0,90000.0,82000.0,3,1,1,1,393,121,322,441,5.41671936259011
1399,2009.0,150000.0,60000.0,3,1,1,2,210,1,220,415,5.0
1797,2019.0,1250000.0,100000.0,1,1,1,0,78,71,93,348,7.0
1198,2015.0,600000.0,90000.0,1,1,1,4,268,13,293,193,7.0
1757,2010.0,65000.0,26432.0,3,0,1,0,362,110,173,380,4.0
1235,2016.0,220000.0,46702.0,3,0,1,0,154,112,169,388,8.0
1235,2016.0,220000.0,46706.0,3,0,1,0,154,112,169,388,8.0
1674,2006.0,110000.0,53523.0,3,0,1,0,155,7,213,439,5.0
61,2012.0,175000.0,56365.0,1,0,1,0,363,116,193,109,5.0
103,2011.0,160000.0,49563.0,3,0,1,0,137,118,206,422,5.0
1070,2004.0,65000.0,56432.0,3,0,1,0,136,112,172,388,4.0
1057,2002.0,60000.0,52365.0,3,0,1,2,136,112,172,388,4.0
1107,2007.0,120000.0,53512.0,3,0,1,2,238,112,180,398,5.0
604,2005.0,110000.0,53563.0,3,0,1,2,393,121,322,441,5.41671936259011
977,2013.0,1000000.0,40000.0,1,1,0,0,14,95,133,355,7.0
1392,2010.0,220000.0,46533.0,3,0,1,0,210,119,224,424,5.0
1235,2005.0,105000.0,59635.0,3,0,1,2,393,121,322,441,5.41671936259011
1232,2008.0,114999.0,58632.0,3,0,1,2,74,112,170,390,5.0
1238,2008.0,110000.0,58632.0,2,0,1,2,393,121,322,441,5.41671936259011
1016,2016.0,850000.0,80000.0,1,1,0,2,131,71,76,311,7.0
1195,2016.0,750000.0,70000.0,1,1,1,0,353,13,289,193,7.0
1551,2017.0,265000.0,90000.0,3,1,1,0,328,120,220,426,5.0
190,2014.0,450000.0,110000.0,3,1,1,2,77,44,321,117,5.0
907,2013.0,225000.0,90000.0,1,1,1,0,167,32,2,241,7.0
945,2015.0,1125000.0,70000.0,1,1,1,0,115,71,47,284,7.0
1355,2009.0,270000.0,80000.0,3,1,1,0,150,10,279,40,5.0
1103,2007.0,130000.0,78000.0,3,1,1,0,238,112,180,398,5.0
852,2017.0,660000.0,45000.0,1,1,1,0,145,32,232,182,7.0
1098,2015.0,240000.0,50000.0,3,1,1,2,345,119,222,424,5.0
1081,2017.0,275000.0,58000.0,3,1,1,0,354,112,182,400,5.0
1956,2012.0,750000.0,120000.0,1,1,1,0,45,85,7,187,8.0
56,2007.0,65000.0,30000.0,3,1,1,2,94,4,249,17,5.0
1794,2017.0,850000.0,162000.0,1,1,1,0,78,71,86,300,7.0
1394,2016.0,300000.0,50000.0,0,1,1,2,375,119,198,408,5.0
719,2018.0,555000.0,25000.0,3,1,1,2,204,10,262,48,5.0
917,2015.0,825000.0,60000.0,1,1,1,0,115,65,47,284,7.0
603,2010.0,150000.0,70000.0,2,1,1,4,60,2,206,431,5.0
1309,2009.0,185000.0,138000.0,1,1,1,2,222,13,241,178,5.0
704,2010.0,180000.0,70000.0,3,1,1,2,251,10,255,32,5.0
1106,2010.0,160000.0,48000.0,3,1,1,2,238,112,180,398,5.0
227,2012.0,500000.0,110000.0,1,1,0,0,18,99,93,340,7.0
1339,2014.0,375000.0,88000.0,1,1,1,2,360,13,244,178,5.0
1942,2015.0,900000.0,68000.0,1,1,1,0,49,85,5,191,7.0
566,2017.0,459999.0,70000.0,3,1,1,0,210,10,264,50,5.0
1529,2014.0,480000.0,80000.0,1,1,1,0,255,29,273,194,5.0
1338,2013.0,320000.0,100000.0,1,1,1,4,325,13,244,178,5.0
1338,2013.0,370000.0,96000.0,1,1,1,2,325,13,244,178,5.0
594,2005.0,80000.0,123219.0,3,1,1,4,393,121,322,441,5.41671936259011
1432,2002.0,75000.0,30000.0,3,1,1,4,169,117,202,411,5.0
1244,2016.0,400000.0,60000.0,1,1,1,4,332,13,242,178,5.0
376,2005.0,250000.0,90000.0,3,1,0,2,393,121,322,441,5.41671936259011
1339,2014.0,425000.0,65000.0,1,1,1,0,360,13,244,178,5.0
1144,2014.0,325000.0,48000.0,3,1,1,0,331,119,221,424,5.0
561,2016.0,350000.0,65300.0,3,1,1,2,210,10,264,50,5.0
716,2018.0,600000.0,40000.0,3,1,1,0,204,10,262,48,5.0
59,2012.0,120000.0,60000.0,1,1,1,2,363,116,196,123,5.0
1093,2012.0,200000.0,70000.0,3,1,1,2,274,119,224,424,5.0
1107,2008.0,100000.0,70000.0,3,1,1,4,238,112,180,398,5.0
556,2014.0,350000.0,70000.0,1,1,1,2,346,3,232,137,5.0
1106,2006.0,85000.0,150000.0,3,1,1,2,238,112,180,398,5.0
1102,2019.0,399000.0,10000.0,3,1,1,0,345,119,222,424,5.0
629,2014.0,580000.0,56000.0,1,1,1,0,314,39,61,275,5.0
153,2017.0,290000.0,30000.0,3,1,1,0,320,113,190,405,5.0
561,2014.0,380000.0,50000.0,3,1,1,2,210,10,264,50,5.0
287,2010.0,200000.0,120000.0,1,1,1,0,244,25,225,139,5.0
1394,2018.0,390000.0,40000.0,0,1,1,0,375,119,198,408,5.0
544,2017.0,500000.0,27500.0,3,1,1,0,210,10,263,36,5.0
1198,2012.0,520000.0,73000.0,1,1,1,0,268,13,293,193,7.0
1307,2017.0,650000.0,75000.0,1,1,1,0,374,13,244,178,5.0
1555,2018.0,380000.0,5000.0,3,1,1,0,328,120,220,426,5.0
1398,2010.0,275000.0,50000.0,2,1,1,0,371,119,199,408,5.0
1307,2015.0,520000.0,70000.0,1,1,1,0,374,13,244,178,5.0
1307,2015.0,610000.0,60000.0,1,1,1,0,374,13,244,178,5.0
1391,2004.0,85000.0,110000.0,3,1,1,0,210,119,224,424,5.0
1532,2013.0,490000.0,95000.0,1,1,1,0,256,29,273,194,5.0
504,2015.0,229999.0,34000.0,3,1,1,2,281,114,191,407,5.0
566,2015.0,411000.0,25000.0,3,1,1,0,210,10,264,50,5.0
1182,2019.0,362000.0,120000.0,0,1,1,2,306,9,204,417,5.0
1889,2014.0,550000.0,31000.0,1,1,1,0,338,19,223,144,5.0
1394,2018.0,459999.0,70000.0,0,1,1,0,375,119,198,408,5.0
1251,2011.0,190000.0,47000.0,3,1,1,0,202,10,281,50,5.0
588,2019.0,499000.0,5000.0,3,1,0,0,249,2,225,440,5.0
1180,2018.0,358000.0,44000.0,3,1,1,0,114,9,237,5,7.0
1890,2012.0,278000.0,120000.0,1,1,1,2,338,19,224,144,5.0
163,2014.0,320000.0,39395.0,1,1,1,0,286,13,248,185,5.0
1543,2013.0,580000.0,67000.0,1,1,1,2,254,29,27,243,5.0
393,2019.0,1300000.0,20000.0,3,1,0,0,171,35,43,115,5.0
348,2018.0,825000.0,40000.0,1,1,1,0,367,36,313,193,5.0
1870,2004.0,170000.0,120000.0,3,1,1,2,58,49,58,134,5.0
1921,2014.0,1700000.0,80000.0,1,1,1,2,41,102,111,318,7.0
591,2018.0,490000.0,7000.0,3,1,1,0,249,2,225,440,5.0
1026,2018.0,1050000.0,15000.0,1,1,1,0,131,71,76,311,7.0
64,2016.0,210000.0,50000.0,3,1,1,0,204,12,250,12,5.0
937,2016.0,1250000.0,30000.0,1,1,1,0,115,71,47,284,7.0
1338,2012.0,320000.0,120000.0,1,1,1,2,325,13,244,178,5.0
85,2012.0,400000.0,64000.0,1,1,1,0,147,62,57,296,5.0
1247,2013.0,320000.0,120000.0,1,1,1,0,332,13,242,178,5.0
1880,2012.0,600000.0,85000.0,1,1,1,0,292,19,286,201,5.0
1093,2012.0,275000.0,50000.0,3,1,1,0,274,119,224,424,5.0
1106,2009.0,170000.0,59000.0,3,1,1,2,238,112,180,398,5.0
61,2012.0,155000.0,98000.0,1,1,1,0,363,116,196,123,5.0
1688,2012.0,240000.0,70000.0,1,1,1,0,393,121,1,441,5.41671936259011
1688,2012.0,240000.0,70000.0,1,1,1,0,393,121,1,441,5.41671936259011
1339,2011.0,320000.0,120000.0,1,1,1,2,393,121,322,441,5.41671936259011
1534,2015.0,620000.0,140000.0,1,1,1,2,255,29,273,194,5.0
551,2017.0,530000.0,50000.0,3,1,1,0,210,10,263,36,5.0
1903,2015.0,550000.0,40000.0,1,1,1,0,338,19,221,144,5.0
397,2014.0,600000.0,90000.0,1,1,1,0,369,36,313,193,5.0
1026,2014.0,649000.0,117000.0,1,1,1,4,107,71,76,311,7.0
397,2014.0,625000.0,90000.0,1,1,1,0,369,36,313,193,5.0
106,2010.0,125000.0,70000.0,3,1,1,0,131,118,207,422,5.0
116,2009.0,305000.0,230000.0,1,1,1,2,64,89,236,147,9.0
1272,2010.0,285000.0,155000.0,3,1,1,2,118,40,13,114,5.0
1856,2015.0,600000.0,60000.0,1,1,1,2,61,71,71,304,5.0
890,2016.0,426000.0,110000.0,3,1,1,0,192,11,264,54,6.0
1695,2010.0,180000.0,120000.0,1,1,1,0,159,26,233,95,5.0
641,2011.0,400000.0,100000.0,1,1,1,2,314,39,62,274,5.0
63,2010.0,120000.0,40000.0,3,1,1,2,204,12,256,15,5.0
1735,2012.0,300000.0,110000.0,1,1,1,2,282,13,294,192,5.0
1093,2011.0,190000.0,92500.0,3,1,1,2,274,119,224,424,5.0
1081,2017.0,310000.0,20000.0,3,1,1,0,354,112,182,400,5.0
1558,2019.0,380000.0,15000.0,3,1,1,0,359,113,188,405,5.0
854,2019.0,740000.0,14000.0,1,1,1,0,145,32,232,182,7.0
153,2016.0,260000.0,35000.0,3,1,1,0,320,113,190,405,5.0
1098,2017.0,320000.0,32000.0,3,1,1,2,345,119,222,424,5.0
1394,2013.0,211000.0,90000.0,0,1,1,0,375,119,198,408,5.0
1312,2018.0,650000.0,35000.0,3,1,1,0,307,10,261,41,5.0
1307,2017.0,651000.0,32500.0,1,1,1,2,384,13,245,178,5.0
1099,2019.0,380000.0,14000.0,3,1,0,0,345,119,222,424,5.0
61,2014.0,160000.0,70000.0,1,1,1,4,363,116,193,109,5.0
669,2019.0,1270000.0,20000.0,3,1,0,0,159,42,51,127,5.0
1387,2011.0,300000.0,300000.0,2,1,1,0,371,119,199,408,5.0
1342,2015.0,405000.0,100000.0,1,1,1,0,360,13,244,178,5.0
1032,2015.0,850000.0,64800.0,1,1,1,0,107,71,76,311,7.0
854,2017.0,680000.0,90000.0,1,1,1,0,145,32,232,182,7.0
690,2014.0,426999.0,80000.0,3,1,1,0,217,10,264,50,5.0
626,2015.0,525000.0,248000.0,1,1,1,0,355,24,291,222,5.0
1950,2014.0,1019999.0,60000.0,1,1,1,2,49,85,5,188,7.0
1939,2005.0,245000.0,120000.0,1,1,1,0,45,85,7,187,8.0
512,2015.0,869999.0,120000.0,1,1,1,0,320,39,59,273,5.0
1387,2010.0,160000.0,66444.0,2,1,1,0,371,119,199,408,5.0
1371,2016.0,700000.0,86000.0,1,1,1,0,350,13,289,193,5.0
1499,2012.0,300000.0,90000.0,1,1,1,0,297,29,278,196,5.0
425,2007.0,175000.0,218463.0,3,1,0,0,48,54,64,149,5.0
1955,2012.0,960000.0,153000.0,1,1,1,0,45,85,7,187,8.0
994,2014.0,525000.0,70000.0,1,1,1,2,148,88,21,248,6.0
560,2015.0,345000.0,60000.0,1,1,1,0,346,3,232,137,5.0
341,2015.0,390000.0,50000.0,3,1,1,0,188,11,283,16,5.0
143,2015.0,275000.0,20000.0,3,1,1,0,263,11,220,10,5.0
88,2014.0,310000.0,35000.0,3,1,1,0,194,12,265,14,5.0
550,2017.0,500000.0,20000.0,3,1,1,0,210,10,263,36,5.0
96,2013.0,200000.0,70000.0,1,1,1,0,310,13,251,200,5.0
2020,2018.0,650000.0,53000.0,1,1,1,0,246,36,287,237,5.0
416,2018.0,1031000.0,60000.0,1,1,1,0,366,36,311,193,5.0
496,2018.0,330000.0,70000.0,3,1,1,0,249,119,226,427,5.0
577,2019.0,399000.0,4000.0,3,1,1,0,249,2,225,440,5.0
704,2012.0,250000.0,103000.0,3,1,1,0,251,10,255,32,5.0
543,2017.0,600000.0,20000.0,1,1,1,0,346,6,243,170,5.0
1338,2013.0,375000.0,77000.0,1,1,1,0,325,13,244,178,5.0
2043,2012.0,375000.0,90000.0,1,1,1,0,260,46,16,260,5.0
632,2013.0,445000.0,87185.0,1,1,1,2,314,39,61,275,5.0
1391,2003.0,55000.0,167000.0,3,1,1,2,210,119,224,424,5.0
733,2016.0,611000.0,77000.0,1,1,1,0,318,24,292,221,5.0
626,2014.0,459999.0,110000.0,1,1,1,2,355,24,291,222,5.0
258,2011.0,275000.0,120000.0,1,1,1,2,183,25,225,135,5.0
602,2011.0,185000.0,170000.0,0,1,1,0,28,2,206,431,5.0
636,2012.0,390000.0,100000.0,1,1,1,2,314,39,62,274,5.0
103,2007.0,72000.0,40000.0,3,1,1,2,188,118,205,422,5.0
1656,2007.0,90000.0,50000.0,1,1,1,0,184,24,185,416,5.0
1893,2015.0,500000.0,125000.0,1,1,1,0,338,19,222,144,5.0
1394,2011.0,200000.0,137000.0,0,1,1,0,371,119,199,408,5.0
1036,2019.0,1575000.0,18000.0,1,1,1,0,107,71,92,331,7.0
566,2015.0,511000.0,30000.0,3,1,1,0,210,10,264,50,5.0
160,2009.0,150000.0,55000.0,3,1,1,0,90,20,291,56,5.0
1970,2020.0,1500000.0,40000.0,3,1,0,0,5,94,105,246,8.0
1081,2013.0,185000.0,80000.0,3,1,1,2,322,112,182,400,5.0
1117,2018.0,550000.0,30000.0,3,1,1,0,291,10,270,55,5.0
1098,2017.0,325000.0,3564.0,3,1,1,0,345,119,222,424,5.0
1308,2015.0,525000.0,80000.0,1,1,1,0,374,13,244,178,5.0
181,2018.0,1050000.0,13000.0,1,1,1,0,159,75,74,308,7.0
1713,2012.0,300000.0,120000.0,1,1,1,0,356,24,230,106,5.0
64,2011.0,120000.0,90000.0,3,1,1,0,204,12,256,15,5.0
788,2017.0,2625000.0,9000.0,1,0,0,0,65,67,124,362,5.0
809,2019.0,5150000.0,20000.0,3,0,0,0,315,83,153,197,5.0
789,2017.0,3200000.0,45000.0,1,0,0,0,223,67,124,362,5.0
1794,2015.0,503000.0,110000.0,1,1,1,0,78,71,86,300,7.0
2054,2019.0,3800000.0,20000.0,1,1,0,0,188,60,141,345,5.0
1867,2016.0,2000000.0,68089.0,3,2,0,0,219,85,96,209,5.0
1391,2013.0,225000.0,58343.0,3,2,1,0,303,119,222,424,5.0
1112,2018.0,740000.0,38817.0,1,0,1,0,380,13,244,178,5.0
449,2016.0,550000.0,56494.0,3,2,1,0,194,12,291,31,5.0
1950,2013.0,750000.0,79328.0,1,2,1,2,49,85,5,188,7.0
1280,2019.0,650000.0,5621.0,3,2,0,0,307,10,261,41,5.0
1907,2017.0,625000.0,25538.0,3,2,1,0,153,34,292,88,5.0
1283,2018.0,600000.0,69779.0,3,0,0,0,307,10,261,41,5.0
542,2017.0,450000.0,56290.0,1,0,1,0,346,6,243,170,5.0
51,2019.0,5400000.0,7500.0,1,0,0,0,153,64,141,348,5.0
51,2019.0,5500000.0,8500.0,1,0,0,0,153,64,141,348,5.0
343,2019.0,779000.0,7032.0,3,2,0,0,212,12,293,31,5.0
1614,2016.0,645000.0,11000.0,3,0,0,0,84,46,14,129,5.0
2053,2018.0,2475000.0,2000.0,1,0,0,0,154,61,90,322,5.0
601,2011.0,170000.0,50000.0,3,1,1,4,186,2,206,431,5.0
1712,2010.0,320000.0,42000.0,1,1,1,0,329,24,230,106,5.0
1146,2016.0,350000.0,17000.0,3,1,0,0,331,119,221,424,5.0
1281,2018.0,500000.0,40000.0,3,1,0,0,307,10,261,41,5.0
1718,2009.0,135000.0,137000.0,1,1,1,2,159,26,232,79,5.0
1558,2018.0,340000.0,20000.0,3,1,1,0,359,113,188,405,5.0
566,2020.0,330000.0,70000.0,3,1,1,2,210,10,263,36,5.0
1266,2011.0,350000.0,48756.0,3,1,1,2,118,40,13,114,5.0
1917,2015.0,1850000.0,30000.0,1,1,0,2,41,102,111,330,7.0
677,2016.0,400000.0,110000.0,1,1,1,0,351,3,233,159,5.0
251,2014.0,325000.0,80322.0,1,0,1,0,183,25,220,139,5.0
915,2015.0,1000000.0,35000.0,1,1,1,0,115,65,47,284,7.0
948,2017.0,850000.0,110000.0,1,1,1,0,115,90,248,190,7.0
1268,2012.0,350000.0,70000.0,1,1,1,2,294,13,294,193,5.0
788,2017.0,2625000.0,9000.0,1,0,0,0,65,67,124,362,5.0
809,2019.0,5150000.0,20000.0,3,0,0,0,315,83,153,197,5.0
789,2017.0,3200000.0,45000.0,1,0,0,0,223,67,124,362,5.0
1794,2015.0,503000.0,110000.0,1,1,1,0,78,71,86,300,7.0
2054,2019.0,3800000.0,20000.0,1,1,0,0,188,60,141,345,5.0
1867,2016.0,2000000.0,68089.0,3,2,0,0,219,85,96,209,5.0
1391,2013.0,225000.0,58343.0,3,2,1,0,303,119,222,424,5.0
1112,2018.0,740000.0,38817.0,1,0,1,0,380,13,244,178,5.0
449,2016.0,550000.0,56494.0,3,2,1,0,194,12,291,31,5.0
1950,2013.0,750000.0,79328.0,1,2,1,2,49,85,5,188,7.0
1280,2019.0,650000.0,5621.0,3,2,0,0,307,10,261,41,5.0
1907,2017.0,625000.0,25538.0,3,2,1,0,153,34,292,88,5.0
1283,2018.0,600000.0,69779.0,3,0,0,0,307,10,261,41,5.0
542,2017.0,450000.0,56290.0,1,0,1,0,346,6,243,170,5.0
51,2019.0,5400000.0,7500.0,1,0,0,0,153,64,141,348,5.0
51,2019.0,5500000.0,8500.0,1,0,0,0,153,64,141,348,5.0
343,2019.0,779000.0,7032.0,3,2,0,0,212,12,293,31,5.0
1614,2016.0,645000.0,11000.0,3,0,0,0,84,46,14,129,5.0
2053,2018.0,2475000.0,2000.0,1,0,0,0,154,61,90,322,5.0
1893,2012.0,500000.0,90000.0,1,1,1,0,393,121,322,441,5.41671936259011
453,2015.0,550000.0,120000.0,1,1,1,2,352,36,313,193,7.0
1796,2015.0,925000.0,60000.0,1,1,1,0,74,71,73,302,7.0
975,2010.0,509999.0,97000.0,1,1,0,2,26,71,47,287,8.0
1037,2011.0,250000.0,100000.0,1,1,1,2,50,84,309,226,8.0
744,2015.0,500000.0,36000.0,3,1,1,0,165,10,263,46,5.0
476,2019.0,1050000.0,27000.0,1,1,1,0,289,24,291,221,5.0
1307,2014.0,490000.0,50000.0,1,1,1,0,335,13,244,178,5.0
1179,2020.0,415000.0,15000.0,3,1,1,0,114,9,237,5,5.0
1083,2013.0,190000.0,60000.0,3,1,1,2,322,112,182,400,5.0
1307,2018.0,680000.0,120000.0,1,1,1,0,384,13,245,178,5.0
1082,2013.0,190000.0,60000.0,3,1,1,2,322,112,182,400,5.0
932,2013.0,479000.0,173000.0,1,1,1,0,32,71,47,287,7.0
1081,2016.0,270000.0,60000.0,3,1,1,2,322,112,182,400,5.0
700,2008.0,170000.0,70000.0,3,1,1,4,240,2,226,436,5.0
1154,2018.0,764000.0,25000.0,3,1,1,0,267,21,298,85,5.0
826,2019.0,710000.0,30000.0,1,1,1,0,129,90,206,182,7.0
1087,2017.0,310000.0,35000.0,3,1,1,0,354,112,182,400,5.0
853,2017.0,620000.0,100000.0,1,1,1,2,145,32,232,182,7.0
510,2017.0,280000.0,31000.0,3,1,1,2,281,114,191,407,5.0
1917,2015.0,1500000.0,80000.0,1,1,0,2,41,102,111,330,7.0
555,2016.0,450000.0,40000.0,3,1,1,0,210,10,264,50,5.0
1459,2017.0,2199000.0,10000.0,1,1,0,2,185,69,69,292,5.0
1463,2013.0,3600000.0,50000.0,1,1,0,0,25,103,160,393,5.0
256,2008.0,285000.0,60000.0,3,1,1,2,113,44,321,117,5.0
1937,2007.0,465000.0,210000.0,1,1,1,2,45,85,7,187,8.0
29,2009.0,1100000.0,60000.0,1,1,0,2,134,64,130,337,5.0
2043,2011.0,350000.0,110000.0,1,1,1,2,260,46,16,260,5.0
1188,2017.0,600000.0,35000.0,3,1,1,0,175,21,298,85,7.0
1117,2017.0,570000.0,35000.0,3,1,1,0,291,10,270,55,5.0
1098,2016.0,325000.0,20000.0,3,1,1,0,345,119,222,424,5.0
1015,2016.0,975000.0,54000.0,1,1,0,0,131,65,76,301,7.0
740,2015.0,480000.0,60000.0,3,1,1,0,204,10,262,48,5.0
1076,2014.0,185000.0,10300.0,3,1,1,0,322,112,182,400,5.0
481,2015.0,1050000.0,50000.0,1,1,0,0,160,39,59,275,5.0
1110,2019.0,760000.0,3000.0,3,1,1,0,276,10,261,41,5.0
2018,2019.0,570000.0,5000.0,3,1,1,0,207,120,248,428,5.0
249,2006.0,130000.0,145000.0,3,1,1,0,393,121,322,441,5.41671936259011
1111,2018.0,700000.0,13000.0,3,1,1,0,291,10,270,55,5.0
209,2015.0,775000.0,30000.0,3,1,0,0,120,37,31,108,5.0
44,2007.0,750000.0,60000.0,1,1,0,2,87,104,161,385,5.0
102,2010.0,140000.0,100000.0,3,1,1,2,188,118,205,422,5.0
1076,2016.0,220000.0,40000.0,3,1,1,0,322,112,182,400,5.0
592,2013.0,184000.0,15000.0,3,1,1,0,0,2,206,431,5.0
1983,2002.0,210000.0,275000.0,1,1,1,1,393,121,322,441,5.41671936259011
738,2017.0,440000.0,50000.0,3,1,1,2,204,10,262,48,5.0
749,2017.0,650000.0,80000.0,1,1,1,0,285,24,292,227,5.0
987,2017.0,660000.0,50000.0,1,1,0,0,201,32,2,236,7.0
1182,2017.0,380000.0,30000.0,0,1,1,0,306,9,204,417,5.0
1880,2012.0,415000.0,125000.0,1,1,1,2,292,19,286,201,5.0
705,2012.0,225000.0,110000.0,3,1,1,0,240,2,226,436,5.0
1198,2013.0,600000.0,30000.0,1,1,1,2,268,13,293,193,7.0
1203,2014.0,620000.0,148000.0,1,1,1,2,268,13,294,193,7.0
984,2016.0,750000.0,35000.0,1,1,1,0,201,32,2,241,7.0
561,2016.0,400000.0,80000.0,3,1,1,2,210,10,264,50,5.0
1388,2005.0,110000.0,110000.0,3,1,1,0,210,119,224,424,5.0
1693,2012.0,119000.0,95000.0,1,1,1,2,225,26,232,94,5.0
339,2015.0,600000.0,25000.0,1,1,1,0,367,36,313,193,5.0
1427,2011.0,200000.0,80000.0,0,1,1,0,373,119,224,424,5.0
1862,2014.0,280000.0,60000.0,1,1,1,2,327,13,291,192,5.0
1617,2013.0,375000.0,100000.0,3,1,1,0,103,46,21,129,5.0
139,2016.0,350000.0,50000.0,3,1,1,0,226,11,220,10,7.0
683,2017.0,620000.0,31000.0,1,1,1,0,362,6,243,171,5.0
1307,2017.0,570000.0,120000.0,1,1,1,0,374,13,244,178,5.0
1309,2012.0,290000.0,105000.0,1,1,1,2,222,13,241,178,5.0
1197,2016.0,711000.0,120000.0,1,1,1,0,353,13,289,193,7.0
1338,2012.0,370000.0,60000.0,1,1,1,0,325,13,244,178,5.0
1175,2020.0,550000.0,15000.0,3,1,1,0,333,10,290,45,5.0
1347,2013.0,325000.0,150000.0,3,1,1,2,204,10,280,50,5.0
345,2018.0,670000.0,93000.0,1,1,1,0,381,36,314,193,5.0
705,2017.0,385000.0,42000.0,3,1,1,2,240,2,226,436,5.0
601,2008.0,114999.0,80000.0,3,1,1,2,186,2,206,431,5.0
601,2010.0,200000.0,90000.0,3,1,1,0,186,2,206,431,5.0
1370,2019.0,860000.0,6500.0,1,1,0,0,350,13,289,193,5.0
1118,2018.0,600000.0,60000.0,1,1,1,0,380,13,244,178,5.0
1098,2016.0,265000.0,110000.0,3,1,1,0,345,119,222,424,5.0
